,Season,Jogador,J,G,PEN,AG,MPG,GTIT,GSUP,GPTS,GVIT,GRVV,PGE
7,0304,Simão Sabrosa [Benfica],31.0,12.0,3.0,0.0,226.0,12.0,0.0,2.0,2.0,0.0,19.0
8,0304,Tomo Sokota [Benfica],29.0,11.0,0.0,0.0,209.0,11.0,0.0,0.0,1.0,0.0,18.0
9,0304,Wender [SC Braga],31.0,11.0,4.0,0.0,232.0,11.0,0.0,0.0,3.0,1.0,31.0
10,0304,Zé Manuel [Paços de Ferreira],31.0,11.0,0.0,0.0,234.0,11.0,0.0,0.0,2.0,1.0,41.0
11,0304,Serginho Baiano [Nacional],29.0,10.0,0.0,0.0,231.0,10.0,0.0,0.0,1.0,0.0,18.0
12,0304,Júlio César [Est. Amadora],30.0,10.0,1.0,0.0,234.0,9.0,1.0,2.0,0.0,0.0,45.0
13,0304,Henri Antchouet [Belenenses],30.0,10.0,0.0,0.0,250.0,10.0,0.0,0.0,2.0,0.0,29.0
14,0304,Rodolfo Lima [FC Alverca],33.0,10.0,0.0,0.0,277.0,8.0,0.0,1.0,2.0,0.0,30.0
15,0304,Douala [UD Leiria],33.0,10.0,0.0,0.0,291.0,10.0,0.0,3.0,0.0,0.0,23.0
16,0304,Rossato [Nacional],34.0,10.0,0.0,0.0,297.0,10.0,0.0,0.0,3.0,1.0,18.0
17,0304,Clyde Wijnhard [Beira-Mar],29.0,9.0,2.0,1.0,221.0,9.0,0.0,1.0,1.0,1.0,25.0
18,0304,Pedro Barbosa [Sporting],27.0,9.0,5.0,0.0,244.0,9.0,0.0,1.0,2.0,1.0,15.0
19,0304,Alan [Marítimo],34.0,9.0,0.0,0.0,333.0,9.0,0.0,2.0,3.0,1.0,26.0
0,0405,Liedson [Sporting],31.0,25.0,4.0,0.0,108.0,25.0,0.0,0.0,2.0,0.0,38.0
1,0405,João Tomás [SC Braga],29.0,15.0,0.0,0.0,157.0,15.0,0.0,1.0,4.0,1.0,33.0
2,0405,Simão Sabrosa [Benfica],34.0,15.0,4.0,0.0,204.0,15.0,0.0,2.0,3.0,1.0,29.0
3,0405,Wesley Lopes [FC Penafiel],30.0,14.0,3.0,0.0,163.0,14.0,0.0,1.0,2.0,0.0,36.0
4,0405,Henri Antchouet [Belenenses],26.0,12.0,0.0,0.0,175.0,12.0,0.0,1.0,1.0,0.0,32.0
5,0405,Benni McCarthy [FC Porto],23.0,11.0,0.0,0.0,148.0,9.0,2.0,0.0,4.0,1.0,28.0
6,0405,Meyong [V. Setúbal],33.0,11.0,2.0,0.0,191.0,9.0,2.0,0.0,1.0,0.0,24.0
7,0405,Zé Manuel [Boavista],30.0,10.0,4.0,0.0,254.0,10.0,0.0,1.0,2.0,1.0,26.0
8,0405,Roberto [FC Penafiel],31.0,9.0,0.0,0.0,257.0,9.0,0.0,0.0,1.0,0.0,23.0
9,0405,Wender [SC Braga],33.0,9.0,3.0,0.0,308.0,9.0,0.0,2.0,1.0,1.0,20.0
10,0405,Jorginho [V. Setúbal],32.0,9.0,3.0,0.0,313.0,9.0,0.0,1.0,0.0,0.0,20.0
11,0405,Pena [Marítimo],25.0,8.0,0.0,0.0,226.0,8.0,0.0,0.0,1.0,0.0,21.0
12,0405,Adriano [Nacional],31.0,8.0,0.0,0.0,275.0,7.0,1.0,2.0,2.0,0.0,17.0
13,0405,Santiago Silva [Beira-Mar],30.0,8.0,0.0,0.0,285.0,8.0,0.0,1.0,1.0,0.0,27.0
14,0405,Arrieta [Estoril Praia],21.0,7.0,1.0,0.0,185.0,7.0,0.0,0.0,1.0,1.0,18.0
15,0405,Nuno Gomes [Benfica],23.0,7.0,0.0,0.0,224.0,7.0,0.0,0.0,1.0,0.0,14.0
16,0405,"Carlos Carneiro [Gil Vicente, V. Guimarães]",28.0,7.0,0.0,0.0,265.0,7.0,0.0,0.0,2.0,0.0,21.0
17,0405,Silva [V. Guimarães],23.0,7.0,0.0,0.0,266.0,7.0,0.0,0.0,0.0,0.0,18.0
18,0405,Nandinho [Gil Vicente],30.0,7.0,0.0,0.0,307.0,7.0,0.0,0.0,3.0,0.0,21.0
19,0405,"Ousmane N’Doye [FC Penafiel, Estoril Praia]",27.0,7.0,1.0,0.0,310.0,7.0,0.0,0.0,3.0,0.0,10.0
0,0506,Meyong [Belenenses],26.0,17.0,5.0,0.0,130.0,17.0,0.0,0.0,3.0,0.0,43.0
1,0506,Nuno Gomes [Benfica],29.0,15.0,1.0,0.0,163.0,14.0,1.0,1.0,4.0,0.0,29.0
2,0506,João Tomás [SC Braga],30.0,15.0,3.0,0.0,169.0,15.0,0.0,2.0,1.0,0.0,39.0
3,0506,Liedson [Sporting],31.0,15.0,0.0,0.0,181.0,15.0,0.0,1.0,4.0,0.0,30.0
4,0506,André Pinto [Nacional],30.0,14.0,1.0,0.0,155.0,12.0,2.0,0.0,2.0,1.0,35.0
5,0506,Joeano [Académica OAF],28.0,13.0,2.0,0.0,114.0,12.0,1.0,1.0,1.0,0.0,35.0
6,0506,Marek Saganowski [V. Guimarães],32.0,12.0,0.0,0.0,225.0,12.0,0.0,3.0,3.0,0.0,43.0
7,0506,Alexandre Goulart [Nacional],31.0,11.0,3.0,0.0,228.0,11.0,0.0,0.0,0.0,0.0,28.0
8,0506,Lucho González [FC Porto],30.0,10.0,2.0,0.0,260.0,10.0,0.0,0.0,1.0,0.0,19.0
9,0506,Gaúcho [Rio Ave],33.0,10.0,0.0,0.0,280.0,10.0,0.0,1.0,0.0,0.0,29.0
10,0506,"Marcel [Académica OAF, Benfica]",23.0,9.0,3.0,0.0,183.0,9.0,0.0,2.0,3.0,0.0,24.0
11,0506,João Vieira Pinto [Boavista],31.0,9.0,0.0,0.0,281.0,9.0,0.0,1.0,3.0,0.0,24.0
12,0506,Grégory Arnolin [Gil Vicente],30.0,9.0,0.0,0.0,282.0,9.0,0.0,2.0,1.0,0.0,24.0
13,0506,Júnior [Paços de Ferreira],33.0,9.0,3.0,0.0,315.0,9.0,0.0,1.0,0.0,0.0,24.0
14,0506,Kanú [Marítimo],25.0,8.0,1.0,0.0,258.0,8.0,0.0,0.0,2.0,0.0,21.0
15,0506,Simão Sabrosa [Benfica],24.0,8.0,4.0,0.0,259.0,8.0,0.0,1.0,1.0,0.0,16.0
16,0506,Adriano [FC Porto],15.0,7.0,1.0,0.0,163.0,7.0,0.0,0.0,3.0,0.0,13.0
17,0506,Zé Carlos [Marítimo],16.0,7.0,0.0,0.0,173.0,6.0,1.0,2.0,1.0,0.0,18.0
18,0506,Lisandro López [FC Porto],26.0,7.0,0.0,0.0,217.0,5.0,2.0,0.0,0.0,0.0,13.0
19,0506,Paulo César [UD Leiria],30.0,7.0,0.0,0.0,290.0,7.0,0.0,0.0,1.0,0.0,16.0
0,0607,Liedson [Sporting],28.0,15.0,1.0,0.0,160.0,15.0,0.0,0.0,1.0,0.0,28.0
1,0607,Dady [Belenenses],28.0,12.0,1.0,0.0,174.0,12.0,0.0,0.0,4.0,0.0,33.0
2,0607,Adriano [FC Porto],18.0,11.0,1.0,0.0,121.0,9.0,2.0,1.0,1.0,0.0,17.0
3,0607,Simão Sabrosa [Benfica],24.0,11.0,5.0,0.0,193.0,11.0,0.0,1.0,0.0,0.0,20.0
4,0607,Fabrizio Miccoli [Benfica],22.0,10.0,0.0,0.0,172.0,10.0,0.0,1.0,3.0,0.0,18.0
5,0607,Hélder Postiga [FC Porto],24.0,10.0,0.0,0.0,179.0,10.0,0.0,0.0,1.0,0.0,15.0
6,0607,Roland Linz [Boavista],28.0,10.0,0.0,0.0,230.0,10.0,0.0,1.0,2.0,1.0,31.0
7,0607,Nei [Naval],28.0,10.0,1.0,0.0,240.0,8.0,2.0,1.0,2.0,2.0,36.0
8,0607,Lucho González [FC Porto],30.0,9.0,3.0,1.0,284.0,9.0,0.0,0.0,1.0,1.0,14.0
9,0607,Alecsandro [Sporting],25.0,8.0,0.0,0.0,141.0,7.0,1.0,0.0,0.0,0.0,15.0
10,0607,Lisandro López [FC Porto],25.0,8.0,0.0,0.0,196.0,7.0,1.0,0.0,0.0,0.0,12.0
11,0607,Wender [SC Braga],23.0,8.0,3.0,0.0,207.0,8.0,0.0,1.0,4.0,1.0,23.0
12,0607,José Pedro [Belenenses],26.0,8.0,3.0,0.0,282.0,8.0,0.0,0.0,2.0,0.0,22.0
13,0607,Bartosz Slusarski [UD Leiria],24.0,7.0,0.0,0.0,209.0,6.0,1.0,1.0,4.0,1.0,28.0
14,0607,Marcelo Lipatin [Marítimo],26.0,7.0,0.0,0.0,228.0,3.0,4.0,0.0,2.0,1.0,23.0
15,0607,Collins Mbesuma [Marítimo],23.0,7.0,0.0,0.0,229.0,6.0,1.0,0.0,1.0,0.0,23.0
16,0607,Zé Carlos [SC Braga],25.0,7.0,1.0,0.0,254.0,7.0,0.0,0.0,3.0,0.0,20.0
17,0607,Nuno Gomes [Benfica],24.0,6.0,0.0,0.0,336.0,6.0,0.0,0.0,1.0,0.0,11.0
18,0607,Ricardo Quaresma [FC Porto],26.0,6.0,0.0,0.0,367.0,6.0,0.0,1.0,0.0,0.0,9.0
19,0607,Kostas Katsouranis [Benfica],29.0,6.0,1.0,0.0,395.0,6.0,0.0,0.0,1.0,0.0,11.0
0,0708,Lisandro López [FC Porto],27.0,24.0,0.0,0.0,98.0,24.0,0.0,0.0,4.0,0.0,40.0
1,0708,Weldon [Belenenses],27.0,13.0,0.0,0.0,172.0,13.0,0.0,0.0,3.0,0.0,35.0
2,0708,Óscar Cardozo [Benfica],29.0,13.0,3.0,0.0,176.0,13.0,0.0,1.0,0.0,0.0,29.0
3,0708,Wesley Lopes [Paços de Ferreira],22.0,11.0,1.0,0.0,156.0,11.0,0.0,2.0,2.0,0.0,35.0
4,0708,Roland Linz [SC Braga],27.0,11.0,2.0,0.0,186.0,10.0,1.0,2.0,3.0,2.0,34.0
5,0708,Liedson [Sporting],26.0,11.0,0.0,0.0,213.0,11.0,0.0,0.0,1.0,0.0,24.0
6,0708,Marcelinho [Naval],26.0,10.0,2.0,0.0,210.0,10.0,0.0,1.0,4.0,0.0,42.0
7,0708,Lito [Académica OAF],27.0,9.0,0.0,0.0,236.0,8.0,1.0,2.0,0.0,0.0,29.0
8,0708,João Paulo [UD Leiria],17.0,8.0,0.0,0.0,148.0,6.0,2.0,0.0,0.0,0.0,32.0
9,0708,Jorge Ribeiro [Boavista],26.0,8.0,0.0,0.0,277.0,8.0,0.0,0.0,0.0,0.0,25.0
10,0708,Ricardo Quaresma [FC Porto],27.0,8.0,0.0,0.0,291.0,8.0,0.0,0.0,3.0,0.0,13.0
11,0708,José Pedro [Belenenses],30.0,8.0,3.0,0.0,326.0,8.0,0.0,1.0,1.0,0.0,22.0
12,0708,"Ariza Makukula [Benfica, Marítimo]",16.0,7.0,0.0,0.0,162.0,7.0,0.0,0.0,0.0,0.0,18.0
13,0708,Nuno Gomes [Benfica],25.0,7.0,1.0,0.0,226.0,6.0,1.0,0.0,1.0,1.0,16.0
14,0708,Simon Vukčević [Sporting],26.0,7.0,0.0,0.0,248.0,6.0,1.0,0.0,1.0,1.0,15.0
15,0708,Márcio Mossoró [Marítimo],30.0,7.0,0.0,0.0,263.0,7.0,0.0,0.0,1.0,0.0,18.0
16,0708,Cláudio Pitbull [V. Setúbal],25.0,7.0,3.0,0.0,296.0,7.0,0.0,0.0,1.0,0.0,19.0
17,0708,Jorge Gonçalves [Leixões],29.0,7.0,1.0,0.0,335.0,6.0,1.0,1.0,0.0,0.0,26.0
18,0708,Ernesto Farías [FC Porto],16.0,6.0,0.0,0.0,121.0,4.0,2.0,0.0,1.0,0.0,10.0
19,0708,Edinho [V. Setúbal],15.0,6.0,0.0,0.0,128.0,0.0,6.0,1.0,1.0,0.0,16.0
0,0809,Nenê [Nacional],28.0,20.0,1.0,0.0,125.0,20.0,0.0,1.0,2.0,0.0,43.0
1,0809,Óscar Cardozo [Benfica],26.0,17.0,4.0,0.0,111.0,15.0,2.0,1.0,2.0,0.0,31.0
2,0809,Liedson [Sporting],26.0,17.0,0.0,0.0,128.0,17.0,0.0,0.0,6.0,1.0,38.0
3,0809,Ernesto Farías [FC Porto],20.0,10.0,0.0,0.0,90.0,9.0,1.0,0.0,0.0,0.0,16.0
4,0809,Babá Diawara [Marítimo],25.0,10.0,0.0,0.0,170.0,8.0,2.0,2.0,0.0,0.0,29.0
5,0809,Lisandro López [FC Porto],28.0,10.0,1.0,0.0,224.0,10.0,0.0,0.0,1.0,0.0,16.0
6,0809,William [Paços de Ferreira],12.0,9.0,2.0,0.0,99.0,6.0,3.0,0.0,3.0,1.0,24.0
7,0809,Lucho González [FC Porto],23.0,9.0,6.0,0.0,210.0,9.0,0.0,1.0,0.0,0.0,15.0
8,0809,Hulk [FC Porto],25.0,8.0,0.0,0.0,208.0,6.0,2.0,0.0,0.0,0.0,13.0
9,0809,Roberto [V. Guimarães],25.0,8.0,0.0,0.0,231.0,8.0,0.0,0.0,2.0,0.0,25.0
10,0809,Wesley Lopes [Leixões],13.0,7.0,1.0,0.0,158.0,7.0,0.0,1.0,0.0,0.0,23.0
11,0809,Nuno Gomes [Benfica],24.0,7.0,0.0,0.0,168.0,3.0,4.0,1.0,0.0,0.0,13.0
12,0809,Meyong [SC Braga],19.0,7.0,1.0,0.0,186.0,7.0,0.0,1.0,1.0,0.0,18.0
13,0809,Derlei [Sporting],23.0,7.0,0.0,0.0,235.0,6.0,1.0,0.0,1.0,0.0,16.0
14,0809,Cristiano [Paços de Ferreira],26.0,7.0,0.0,0.0,264.0,7.0,0.0,2.0,1.0,1.0,19.0
15,0809,Lito [Académica OAF],28.0,7.0,0.0,0.0,280.0,7.0,0.0,0.0,1.0,0.0,25.0
16,0809,Nuno Assis [V. Guimarães],23.0,7.0,1.0,0.0,287.0,7.0,0.0,0.0,1.0,0.0,22.0
17,0809,Paulo César [SC Braga],18.0,6.0,0.0,0.0,136.0,5.0,1.0,1.0,1.0,0.0,16.0
18,0809,Djalma Campos [Marítimo],26.0,6.0,0.0,0.0,261.0,4.0,2.0,1.0,0.0,0.0,17.0
19,0809,Marcelinho [Naval],27.0,6.0,1.0,0.0,346.0,5.0,1.0,0.0,0.0,0.0,24.0
0,0910,Óscar Cardozo [Benfica],29.0,26.0,6.0,0.0,93.0,25.0,1.0,0.0,4.0,0.0,33.0
1,0910,Radamel Falcao [FC Porto],28.0,25.0,3.0,0.0,93.0,24.0,1.0,2.0,2.0,0.0,36.0
2,0910,Liedson [Sporting],28.0,13.0,0.0,0.0,189.0,11.0,2.0,0.0,3.0,0.0,31.0
3,0910,Djalmir [Olhanense],17.0,12.0,1.0,0.0,97.0,12.0,0.0,1.0,1.0,0.0,39.0
4,0910,Edgar Silva [Nacional],24.0,12.0,4.0,0.0,128.0,11.0,1.0,0.0,2.0,0.0,33.0
5,0910,Cássio [UD Leiria],27.0,12.0,0.0,0.0,168.0,12.0,0.0,1.0,3.0,0.0,34.0
6,0910,Meyong [SC Braga],29.0,11.0,4.0,0.0,158.0,9.0,2.0,0.0,6.0,2.0,23.0
7,0910,Javier Saviola [Benfica],27.0,11.0,0.0,0.0,190.0,11.0,0.0,0.0,2.0,0.0,14.0
8,0910,William [Paços de Ferreira],21.0,10.0,3.0,0.0,176.0,10.0,0.0,1.0,1.0,0.0,31.0
9,0910,Ladji Keita [V. Setúbal],25.0,10.0,1.0,0.0,208.0,10.0,0.0,0.0,4.0,2.0,34.0
10,0910,Modou Sougou [Académica OAF],29.0,9.0,4.0,0.0,248.0,9.0,0.0,0.0,0.0,0.0,24.0
11,0910,Kléber [Marítimo],20.0,8.0,0.0,0.0,156.0,8.0,0.0,0.0,3.0,2.0,19.0
12,0910,Silvestre Varela [FC Porto],18.0,8.0,1.0,0.0,170.0,7.0,1.0,0.0,1.0,0.0,11.0
13,0910,Alan [SC Braga],30.0,8.0,1.0,0.0,337.0,8.0,0.0,1.0,2.0,0.0,17.0
14,0910,Ernesto Farías [FC Porto],18.0,7.0,0.0,0.0,83.0,3.0,4.0,1.0,1.0,0.0,10.0
15,0910,Christian Pouga [Leixões],27.0,7.0,0.0,0.0,266.0,6.0,1.0,0.0,0.0,0.0,28.0
16,0910,Lima [Belenenses],27.0,7.0,1.0,0.0,337.0,7.0,0.0,0.0,0.0,0.0,30.0
17,0910,Hugo Morais [Leixões],29.0,7.0,6.0,1.0,347.0,7.0,0.0,1.0,3.0,1.0,28.0
18,0910,Yannick Djaló [Sporting],18.0,6.0,0.0,0.0,208.0,5.0,1.0,0.0,0.0,0.0,14.0
19,0910,João Tomás [Rio Ave],15.0,6.0,0.0,0.0,217.0,6.0,0.0,1.0,1.0,0.0,27.0
0,1011,Hulk [FC Porto],26.0,23.0,8.0,0.0,100.0,23.0,0.0,0.0,5.0,0.0,32.0
1,1011,Radamel Falcao [FC Porto],22.0,16.0,0.0,0.0,113.0,16.0,0.0,1.0,0.0,0.0,22.0
2,1011,João Tomás [Rio Ave],29.0,16.0,3.0,0.0,161.0,16.0,0.0,1.0,1.0,0.0,46.0
3,1011,Óscar Cardozo [Benfica],22.0,12.0,2.0,0.0,146.0,12.0,0.0,0.0,2.0,0.0,20.0
4,1011,Babá Diawara [Marítimo],29.0,11.0,0.0,0.0,228.0,11.0,0.0,0.0,2.0,0.0,33.0
5,1011,Silvestre Varela [FC Porto],26.0,10.0,0.0,0.0,176.0,9.0,1.0,0.0,3.0,1.0,14.0
6,1011,Edgar Silva [V. Guimarães],30.0,10.0,4.0,0.0,221.0,8.0,2.0,0.0,1.0,0.0,28.0
7,1011,Carlão [UD Leiria],14.0,9.0,4.0,0.0,119.0,8.0,1.0,0.0,2.0,1.0,36.0
8,1011,Leandro Tatu [Beira-Mar],27.0,9.0,0.0,0.0,203.0,9.0,0.0,3.0,0.0,0.0,28.0
9,1011,Saviola [Benfica],24.0,9.0,1.0,0.0,207.0,9.0,0.0,0.0,1.0,0.0,15.0
10,1011,Mario Rondón [Paços de Ferreira],27.0,9.0,0.0,0.0,223.0,7.0,2.0,0.0,2.0,0.0,26.0
11,1011,Cláudio Pitbull [V. Setúbal],26.0,9.0,2.0,0.0,248.0,9.0,0.0,1.0,1.0,0.0,31.0
12,1011,Miguel Fidalgo [Académica OAF],23.0,8.0,0.0,0.0,176.0,7.0,1.0,0.0,0.0,0.0,25.0
13,1011,Kléber [Marítimo],18.0,7.0,1.0,0.0,191.0,6.0,1.0,2.0,0.0,0.0,21.0
14,1011,Nico Gaitán [Benfica],26.0,7.0,0.0,0.0,281.0,7.0,0.0,0.0,0.0,0.0,11.0
15,1011,Pizzi [Paços de Ferreira],27.0,7.0,0.0,0.0,287.0,6.0,1.0,2.0,1.0,0.0,20.0
16,1011,Franco Jara [Benfica],26.0,6.0,0.0,0.0,171.0,3.0,3.0,0.0,0.0,0.0,10.0
17,1011,Yannick Djaló [Sporting],21.0,6.0,0.0,0.0,237.0,6.0,0.0,0.0,2.0,0.0,15.0
18,1011,Lima [SC Braga],28.0,6.0,0.0,0.0,326.0,6.0,0.0,0.0,0.0,0.0,13.0
19,1011,Hélder Postiga [Sporting],25.0,6.0,1.0,0.0,334.0,6.0,0.0,0.0,0.0,0.0,15.0
0,1112,Óscar Cardozo [Benfica],29.0,20.0,5.0,0.0,124.0,20.0,0.0,0.0,4.0,1.0,30.0
1,1112,Lima [SC Braga],30.0,20.0,5.0,0.0,127.0,20.0,0.0,1.0,1.0,0.0,34.0
2,1112,Hulk [FC Porto],26.0,16.0,7.0,0.0,129.0,16.0,0.0,1.0,5.0,1.0,23.0
3,1112,van Wolfswinkel [Sporting],25.0,14.0,5.0,0.0,139.0,12.0,2.0,0.0,5.0,1.0,30.0
4,1112,James Rodríguez [FC Porto],26.0,13.0,1.0,0.0,143.0,10.0,3.0,0.0,1.0,0.0,19.0
5,1112,Nolito [Benfica],29.0,11.0,0.0,0.0,147.0,10.0,1.0,0.0,0.0,0.0,17.0
6,1112,João Tomás [Rio Ave],27.0,11.0,4.0,0.0,195.0,11.0,0.0,1.0,1.0,0.0,33.0
7,1112,Edgar Silva [V. Guimarães],28.0,11.0,3.0,0.0,199.0,11.0,0.0,0.0,3.0,0.0,28.0
8,1112,Babá [Marítimo],15.0,10.0,0.0,0.0,120.0,9.0,1.0,1.0,4.0,1.0,24.0
9,1112,Bruno César [Benfica],26.0,10.0,0.0,0.0,165.0,8.0,2.0,0.0,3.0,1.0,15.0
10,1112,Claudemir [Nacional],25.0,10.0,7.0,0.0,224.0,10.0,0.0,2.0,0.0,0.0,21.0
11,1112,Mario Rondón [Nacional],29.0,10.0,0.0,0.0,224.0,9.0,1.0,0.0,0.0,0.0,21.0
12,1112,Lorenzo Melgarejo [Paços de Ferreira],29.0,10.0,0.0,1.0,228.0,9.0,1.0,1.0,1.0,1.0,29.0
13,1112,Kléber [FC Porto],21.0,9.0,0.0,0.0,116.0,6.0,3.0,0.0,0.0,0.0,13.0
14,1112,Rodrigo [Benfica],22.0,9.0,0.0,0.0,126.0,7.0,2.0,0.0,1.0,0.0,14.0
15,1112,Mateus [Nacional],24.0,9.0,1.0,0.0,220.0,9.0,0.0,0.0,2.0,0.0,19.0
16,1112,Michel [Paços de Ferreira],28.0,9.0,2.0,0.0,221.0,8.0,1.0,0.0,0.0,0.0,26.0
17,1112,Bédi Buval [Feirense],20.0,8.0,0.0,0.0,225.0,8.0,0.0,0.0,2.0,0.0,30.0
18,1112,Yazalde [Rio Ave],26.0,8.0,0.0,0.0,244.0,8.0,0.0,1.0,0.0,0.0,24.0
19,1112,Danilo Dias [Marítimo],30.0,8.0,0.0,0.0,283.0,8.0,0.0,1.0,1.0,0.0,20.0
0,1213,Jackson Martínez [FC Porto],30.0,26.0,4.0,0.0,103.0,26.0,0.0,2.0,4.0,2.0,37.0
1,1213,"Lima [Benfica, SC Braga]",29.0,20.0,3.0,0.0,115.0,18.0,2.0,1.0,4.0,1.0,26.0
2,1213,Óscar Cardozo [Benfica],25.0,17.0,8.0,0.0,102.0,17.0,0.0,1.0,2.0,0.0,22.0
3,1213,van Wolfswinkel [Sporting],30.0,14.0,0.0,0.0,193.0,14.0,0.0,3.0,3.0,1.0,39.0
4,1213,Meyong [V. Setúbal],16.0,13.0,5.0,0.0,110.0,13.0,0.0,1.0,2.0,0.0,43.0
5,1213,Éder [SC Braga],18.0,13.0,0.0,0.0,113.0,13.0,0.0,0.0,2.0,0.0,22.0
6,1213,Edinho [Académica OAF],27.0,13.0,2.0,0.0,132.0,8.0,5.0,3.0,1.0,1.0,39.0
7,1213,Nabil Ghilas [Moreirense],30.0,13.0,0.0,0.0,200.0,13.0,0.0,0.0,0.0,0.0,43.0
8,1213,Steven Vitória [Estoril Praia],27.0,11.0,8.0,0.0,220.0,11.0,0.0,1.0,1.0,1.0,23.0
9,1213,James Rodríguez [FC Porto],24.0,10.0,1.0,0.0,175.0,9.0,1.0,0.0,0.0,0.0,14.0
10,1213,Luís Leal [Estoril Praia],30.0,10.0,0.0,0.0,225.0,9.0,1.0,0.0,1.0,0.0,21.0
11,1213,Eduardo Salvio [Benfica],29.0,10.0,0.0,0.0,246.0,10.0,0.0,0.0,0.0,0.0,13.0
12,1213,El Arbi Soudani [V. Guimarães],21.0,9.0,0.0,0.0,191.0,9.0,0.0,0.0,3.0,1.0,25.0
13,1213,Amido Baldé [V. Guimarães],27.0,9.0,0.0,0.0,199.0,9.0,0.0,2.0,1.0,0.0,25.0
14,1213,Cícero [Paços de Ferreira],29.0,9.0,0.0,0.0,274.0,9.0,0.0,1.0,2.0,0.0,21.0
